dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,handler_only_pass_pick_pct_vs_blitz,Ball Handler - Pass-Only Pick % (vs Blitz),Outcome,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player only passed out of the action, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split."
picks_offense,handler_no_outcome_pick_pct_vs_blitz,Ball Handler - No-Outcome Pick % (vs Blitz),Outcome,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen with no direct outcome, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,handler_foul_pct_vs_blitz,Ball Handler - Foul Drawn % (vs Blitz),Outcome,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player drew a foul, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split."
picks_offense,handler_block_pct_vs_blitz,Ball Handler - Blocked % (vs Blitz),Outcome,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player's shot was blocked, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split."
picks_offense,screener_fg2_pct,Screener - 2PT%,Shooting,Screener,,,float,ratio 0-1,Two-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen. Denominator: score_2pt + miss_2pt.
picks_offense,screener_fg3_pct,Screener - 3PT%,Shooting,Screener,,,float,ratio 0-1,Three-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen. Denominator: score_3pt + miss_3pt.
picks_offense,screener_shot_rate_2pt,Screener - 2PT Shot Rate,Shooting,Screener,,,float,ratio 0-1,Share of the player's shots out of picks as the player setting the on-ball screen that were two-pointers. Denominator: shot_taken.
picks_offense,screener_shot_rate_3pt,Screener - 3PT Shot Rate,Shooting,Screener,,,float,ratio 0-1,Share of the player's shots out of picks as the player setting the on-ball screen that were three-pointers. Denominator: shot_taken.
picks_offense,screener_successful_pick_pct,Screener - Successful Pick %,Efficiency,Screener,,,float,ratio 0-1,"Share of classified picks as the player setting the on-ball screen that were successful. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,screener_unsuccessful_pick_pct,Screener - Unsuccessful Pick %,Efficiency,Screener,,,float,ratio 0-1,Share of classified picks as the player setting the on-ball screen that were unsuccessful. Denominator: successful_pick + unsuccessful_pick.
picks_offense,screener_assist_opportunity_pct,Screener - Assist Opportunity %,Playmaking,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen that produced an assist opportunity. Denominator: total picks in the split.
picks_offense,screener_assist_2pt_pct,Screener - Assists to 2PT %,Playmaking,Screener,,,float,ratio 0-1,"Assists leading to a two-pointer per pick as the player setting the on-ball screen. Denominator: total picks in the split, not total assists."
picks_offense,screener_assist_3pt_pct,Screener - Assists to 3PT %,Playmaking,Screener,,,float,ratio 0-1,"Assists leading to a three-pointer per pick as the player setting the on-ball screen. Denominator: total picks in the split, not total assists."
picks_offense,screener_shot_taken_pct,Screener - Shot Rate,Outcome,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen that ended with a shot by the player himself. Denominator: total picks in the split.
picks_offense,screener_only_pass_pick_pct,Screener - Pass-Only Pick %,Outcome,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen where the player only passed out of the action. Denominator: total picks in the split.
picks_offense,screener_no_outcome_pick_pct,Screener - No-Outcome Pick %,Outcome,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen with no direct outcome. Denominator: total picks in the split. Note: this column is 0 for every player in this release.
picks_offense,screener_foul_pct,Screener - Foul Drawn %,Outcome,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen where the player drew a foul. Denominator: total picks in the split.
picks_offense,screener_block_pct,Screener - Blocked %,Outcome,Screener,,,float,ratio 0-1,Share of picks as the player setting the on-ball screen where the player's shot was blocked. Denominator: total picks in the split.
picks_offense,screener_fg2_pct_vs_switch,Screener - 2PT% (vs Switch),Shooting,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: score_2pt + miss_2pt."
picks_offense,screener_fg3_pct_vs_switch,Screener - 3PT% (vs Switch),Shooting,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: score_3pt + miss_3pt."
picks_offense,screener_shot_rate_2pt_vs_switch,Screener - 2PT Shot Rate (vs Switch),Shooting,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of the player's shots out of picks as the player setting the on-ball screen that were two-pointers, restricted to picks where the two defenders switch assignments on the screen. Denominator: shot_taken."
picks_offense,screener_shot_rate_3pt_vs_switch,Screener - 3PT Shot Rate (vs Switch),Shooting,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of the player's shots out of picks as the player setting the on-ball screen that were three-pointers, restricted to picks where the two defenders switch assignments on the screen. Denominator: shot_taken."
picks_offense,screener_successful_pick_pct_vs_switch,Screener - Successful Pick % (vs Switch),Efficiency,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of classified picks as the player setting the on-ball screen that were successful, restricted to picks where the two defenders switch assignments on the screen. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,screener_unsuccessful_pick_pct_vs_switch,Screener - Unsuccessful Pick % (vs Switch),Efficiency,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of classified picks as the player setting the on-ball screen that were unsuccessful, restricted to picks where the two defenders switch assignments on the screen. Denominator: successful_pick + unsuccessful_pick."
picks_offense,screener_assist_opportunity_pct_vs_switch,Screener - Assist Opportunity % (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen that produced an assist opportunity, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,screener_assist_2pt_pct_vs_switch,Screener - Assists to 2PT % (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Assists leading to a two-pointer per pick as the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,screener_assist_3pt_pct_vs_switch,Screener - Assists to 3PT % (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Assists leading to a three-pointer per pick as the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,screener_shot_taken_pct_vs_switch,Screener - Shot Rate (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen that ended with a shot by the player himself, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,screener_only_pass_pick_pct_vs_switch,Screener - Pass-Only Pick % (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player only passed out of the action, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,screener_no_outcome_pick_pct_vs_switch,Screener - No-Outcome Pick % (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen with no direct outcome, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,screener_foul_pct_vs_switch,Screener - Foul Drawn % (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player drew a foul, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,screener_block_pct_vs_switch,Screener - Blocked % (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player's shot was blocked, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,screener_fg2_pct_vs_blitz,Screener - 2PT% (vs Blitz),Shooting,Screener,Defensive coverage,vs Blitz,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: score_2pt + miss_2pt."
